user_id,skill_name,correct
student1,skill1,0
student1,skill1,0
student1,skill1,1
student1,skill1,0
student1,skill1,1
student1,skill1,0
student1,skill1,1
student1,skill1,1
student1,skill1,1
student1,skill1,1
student1,skill2,0
student1,skill2,1
student1,skill2,1
student1,skill2,1
student1,skill2,1
student1,skill2,1
student1,skill2,0
student1,skill2,0
student1,skill2,1
student1,skill2,1
student1,skill3,0
student1,skill3,0
student1,skill3,1
student1,skill3,1
student1,skill3,0
student1,skill3,1
student1,skill3,0
student1,skill3,1
student1,skill3,1
student1,skill3,0
student1,skill4,0
student1,skill4,0
student1,skill4,1
student1,skill4,1
student1,skill4,0
student1,skill4,1
student1,skill4,0
student1,skill4,1
student1,skill4,1
student1,skill4,1
student1,skill5,1
student1,skill5,1
student1,skill5,1
student1,skill5,0
student1,skill5,0
student1,skill5,1
student1,skill5,1
student1,skill5,1
student1,skill5,1
student1,skill5,1
student2,skill1,1
student2,skill1,0
student2,skill1,1
student2,skill1,1
student2,skill1,1
student2,skill1,1
student2,skill1,1
student2,skill1,1
student2,skill1,1
student2,skill1,1
student2,skill2,1
student2,skill2,1
student2,skill2,0
student2,skill2,1
student2,skill2,1
student2,skill2,0
student2,skill2,1
student2,skill2,0
student2,skill2,1
student2,skill2,1
student2,skill3,1
student2,skill3,1
student2,skill3,0
student2,skill3,1
student2,skill3,1
student2,skill3,1
student2,skill3,0
student2,skill3,1
student2,skill3,1
student2,skill3,1
student2,skill4,1
student2,skill4,0
student2,skill4,0
student2,skill4,1
student2,skill4,1
student2,skill4,0
student2,skill4,1
student2,skill4,1
student2,skill4,1
student2,skill4,1
student2,skill5,1
student2,skill5,1
student2,skill5,1
student2,skill5,1
student2,skill5,1
student2,skill5,1
student2,skill5,1
student2,skill5,0
student2,skill5,1
student2,skill5,1
student3,skill1,1
student3,skill1,1
student3,skill1,1
student3,skill1,0
student3,skill1,1
student3,skill1,1
student3,skill1,1
student3,skill1,1
student3,skill1,1
student3,skill1,1
student3,skill2,0
student3,skill2,1
student3,skill2,0
student3,skill2,1
student3,skill2,1
student3,skill2,1
student3,skill2,0
student3,skill2,0
student3,skill2,1
student3,skill2,1
student3,skill3,0
student3,skill3,0
student3,skill3,1
student3,skill3,1
student3,skill3,1
student3,skill3,1
student3,skill3,0
student3,skill3,0
student3,skill3,1
student3,skill3,1
student3,skill4,1
student3,skill4,1
student3,skill4,1
student3,skill4,1
student3,skill4,1
student3,skill4,1
student3,skill4,1
student3,skill4,0
student3,skill4,1
student3,skill4,1
student3,skill5,0
student3,skill5,0
student3,skill5,1
student3,skill5,0
student3,skill5,1
student3,skill5,0
student3,skill5,1
student3,skill5,1
student3,skill5,1
student3,skill5,1
student4,skill1,1
student4,skill1,1
student4,skill1,0
student4,skill1,1
student4,skill1,1
student4,skill1,1
student4,skill1,1
student4,skill1,1
student4,skill1,1
student4,skill1,1
student4,skill2,1
student4,skill2,0
student4,skill2,0
student4,skill2,0
student4,skill2,1
student4,skill2,1
student4,skill2,1
student4,skill2,0
student4,skill2,1
student4,skill2,1
student4,skill3,1
student4,skill3,1
student4,skill3,0
student4,skill3,1
student4,skill3,1
student4,skill3,1
student4,skill3,1
student4,skill3,1
student4,skill3,1
student4,skill3,1
student4,skill4,0
student4,skill4,1
student4,skill4,1
student4,skill4,1
student4,skill4,1
student4,skill4,1
student4,skill4,0
student4,skill4,1
student4,skill4,1
student4,skill4,1
student4,skill5,1
student4,skill5,1
student4,skill5,1
student4,skill5,0
student4,skill5,1
student4,skill5,1
student4,skill5,1
student4,skill5,1
student4,skill5,1
student4,skill5,0
student5,skill1,1
student5,skill1,0
student5,skill1,1
student5,skill1,0
student5,skill1,1
student5,skill1,0
student5,skill1,1
student5,skill1,1
student5,skill1,1
student5,skill1,1
student5,skill2,0
student5,skill2,1
student5,skill2,1
student5,skill2,1
student5,skill2,1
student5,skill2,1
student5,skill2,0
student5,skill2,1
student5,skill2,1
student5,skill2,1
student5,skill3,0
student5,skill3,0
student5,skill3,1
student5,skill3,0
student5,skill3,0
student5,skill3,1
student5,skill3,1
student5,skill3,1
student5,skill3,1
student5,skill3,1
student5,skill4,1
student5,skill4,0
student5,skill4,1
student5,skill4,0
student5,skill4,1
student5,skill4,0
student5,skill4,1
student5,skill4,1
student5,skill4,1
student5,skill4,1
student5,skill5,1
student5,skill5,0
student5,skill5,1
student5,skill5,1
student5,skill5,1
student5,skill5,1
student5,skill5,0
student5,skill5,1
student5,skill5,0
student5,skill5,1
student6,skill1,0
student6,skill1,0
student6,skill1,1
student6,skill1,1
student6,skill1,1
student6,skill1,1
student6,skill1,1
student6,skill1,1
student6,skill1,1
student6,skill1,1
student6,skill2,0
student6,skill2,1
student6,skill2,1
student6,skill2,1
student6,skill2,1
student6,skill2,1
student6,skill2,0
student6,skill2,0
student6,skill2,1
student6,skill2,1
student6,skill3,1
student6,skill3,1
student6,skill3,0
student6,skill3,1
student6,skill3,0
student6,skill3,1
student6,skill3,1
student6,skill3,1
student6,skill3,1
student6,skill3,1
student6,skill4,1
student6,skill4,1
student6,skill4,0
student6,skill4,1
student6,skill4,1
student6,skill4,1
student6,skill4,1
student6,skill4,0
student6,skill4,1
student6,skill4,1
student6,skill5,0
student6,skill5,1
student6,skill5,1
student6,skill5,1
student6,skill5,1
student6,skill5,1
student6,skill5,0
student6,skill5,1
student6,skill5,1
student6,skill5,1
student7,skill1,1
student7,skill1,0
student7,skill1,1
student7,skill1,1
student7,skill1,1
student7,skill1,1
student7,skill1,1
student7,skill1,1
student7,skill1,1
student7,skill1,1
student7,skill2,0
student7,skill2,1
student7,skill2,0
student7,skill2,1
student7,skill2,1
student7,skill2,1
student7,skill2,1
student7,skill2,1
student7,skill2,0
student7,skill2,1
student7,skill3,0
student7,skill3,0
student7,skill3,1
student7,skill3,1
student7,skill3,1
student7,skill3,1
student7,skill3,1
student7,skill3,1
student7,skill3,1
student7,skill3,1
student7,skill4,1
student7,skill4,1
student7,skill4,0
student7,skill4,1
student7,skill4,1
student7,skill4,0
student7,skill4,1
student7,skill4,1
student7,skill4,1
student7,skill4,1
student7,skill5,0
student7,skill5,1
student7,skill5,1
student7,skill5,1
student7,skill5,1
student7,skill5,1
student7,skill5,1
student7,skill5,1
student7,skill5,1
student7,skill5,1
